time_s,cx_px,cy_px,tx_mm,ty_mm,tz_mm
1.7455,213.50,161.50,0.0000,0.0000,
1.8151,213.50,161.50,0.0000,-0.0000,
1.8265,213.75,161.50,0.2499,-0.0000,
1.8888,213.75,161.50,0.2499,-0.0000,
1.9685,213.50,161.75,0.0000,-0.2499,
2.0328,213.50,162.25,0.0000,-0.7496,
2.0973,213.50,163.00,0.0000,-1.4992,
2.1606,213.50,163.75,0.0000,-2.2488,
2.2245,213.75,164.75,0.2499,-3.2482,
2.2888,213.75,165.50,0.2499,-3.9978,
2.3683,213.75,165.50,0.2499,-3.9978,
2.4327,213.75,165.50,0.2499,-3.9978,
2.4965,213.75,165.50,0.2499,-3.9978,
2.5606,214.50,165.50,0.9994,-3.9978,
2.6245,216.00,165.50,2.4986,-3.9978,
2.6885,217.75,165.50,4.2476,-3.9978,
2.7683,219.50,165.50,5.9967,-3.9978,
2.8323,221.50,165.50,7.9956,-3.9978,
2.8963,222.75,165.50,9.2449,-3.9978,
2.9606,224.75,165.50,11.2438,-3.9978,
3.0246,226.75,165.50,13.2426,-3.9978,
3.0886,228.50,165.25,14.9917,-3.7479,
3.1687,229.75,165.25,16.2410,-3.7479,
3.2327,231.50,165.00,17.9900,-3.4981,
3.2966,233.50,164.75,19.9889,-3.2482,
3.3606,235.00,164.75,21.4881,-3.2482,
3.4245,236.75,164.75,23.2371,-3.2482,
3.4885,238.50,164.50,24.9861,-2.9983,
3.5686,240.25,164.50,26.7352,-2.9983,
3.6326,241.75,164.75,28.2343,-3.2482,
3.6965,243.50,164.50,29.9833,-2.9983,
3.7607,245.50,164.50,31.9822,-2.9983,
3.8246,247.25,164.50,33.7313,-2.9983,
3.8886,248.75,164.50,35.2304,-2.9983,
3.9686,250.50,164.50,36.9795,-2.9983,
4.0324,252.50,164.50,38.9784,-2.9983,
4.0966,254.00,164.50,40.4775,-2.9983,
4.1606,255.75,164.50,42.2265,-2.9983,
4.2246,257.75,164.50,44.2254,-2.9983,
4.2885,259.25,164.25,45.7246,-2.7485,
4.3686,260.75,164.25,47.2238,-2.7485,
4.4327,262.50,164.25,48.9728,-2.7485,
4.4966,264.25,163.50,50.7218,-1.9989,
4.5608,266.00,163.75,52.4709,-2.2488,
4.6246,267.50,164.00,53.9700,-2.4986,
4.6886,269.50,163.50,55.9689,-1.9989,
4.7685,271.50,163.50,57.9678,-1.9989,
4.8326,273.25,163.50,59.7168,-1.9989,
4.8966,274.50,163.50,60.9661,-1.9989,
4.9607,276.50,163.50,62.9650,-1.9989,
5.0246,278.25,163.50,64.7141,-1.9989,
5.0886,279.75,163.50,66.2132,-1.9989,
5.1686,281.50,163.50,67.9622,-1.9989,
5.2325,283.50,163.50,69.9611,-1.9989,
5.2969,285.25,163.50,71.7102,-1.9989,
5.3606,287.00,163.50,73.4592,-1.9989,
5.4246,288.50,163.25,74.9584,-1.7490,
5.4886,290.25,163.00,76.7074,-1.4992,
5.5686,291.75,162.75,78.2066,-1.2493,
5.6326,293.50,163.00,79.9556,-1.4992,
5.6974,295.50,162.50,81.9545,-0.9994,
5.7609,297.00,162.50,83.4537,-0.9994,
5.8247,298.75,162.50,85.2027,-0.9994,
5.8891,300.50,162.50,86.9517,-0.9994,
5.9686,302.50,162.50,88.9506,-0.9994,
6.0328,304.00,162.50,90.4498,-0.9994,
6.0973,305.50,162.75,91.9489,-1.2493,
6.1608,307.50,162.50,93.9478,-0.9994,
6.2246,309.50,162.25,95.9467,-0.7496,
6.2886,311.25,162.50,97.6957,-0.9994,
6.3694,312.75,162.50,99.1949,-0.9994,
6.4326,314.25,162.50,100.6941,-0.9994,
6.4969,316.00,162.00,102.4431,-0.4997,
6.5610,318.00,162.00,104.4420,-0.4997,
6.6246,319.50,162.00,105.9412,-0.4997,
6.6887,321.25,161.75,107.6902,-0.2499,
6.7684,322.75,161.75,109.1894,-0.2499,
6.8326,324.75,161.75,111.1882,-0.2499,
6.8966,326.50,161.75,112.9373,-0.2499,
6.9606,328.00,161.75,114.4364,-0.2499,
7.0245,330.00,161.50,116.4353,-0.0000,
7.0887,331.75,161.50,118.1844,-0.0000,
7.1687,333.50,161.50,119.9334,-0.0000,
7.2327,335.25,161.50,121.6824,-0.0000,
7.2968,337.00,161.50,123.4314,-0.0000,
7.3607,338.50,161.75,124.9306,-0.2499,
7.4248,340.50,161.25,126.9295,0.2499,
7.4886,342.25,161.00,128.6785,0.4997,
7.5686,344.25,161.00,130.6774,0.4997,
7.6328,345.75,161.50,132.1766,-0.0000,
7.6970,347.25,161.00,133.6758,0.4997,
7.7614,349.25,161.00,135.6747,0.4997,
7.8244,350.75,160.50,137.1738,0.9994,
7.8888,352.50,160.75,138.9228,0.7496,
7.9691,354.00,160.75,140.4220,0.7496,
8.0327,356.00,160.50,142.4209,0.9994,
8.0967,358.00,160.50,144.4198,0.9994,
8.1610,359.00,160.50,145.4192,0.9994,
8.2248,361.00,160.50,147.4181,0.9994,
8.2890,363.00,160.50,149.4170,0.9994,
8.3688,364.50,160.75,150.9162,0.7496,
8.4328,366.00,160.50,152.4153,0.9994,
8.4972,368.00,160.50,154.4142,0.9994,
8.5613,370.00,160.50,156.4131,0.9994,
8.6247,371.50,160.25,157.9123,1.2493,
8.6888,373.25,160.00,159.6613,1.4992,
8.7686,375.25,160.00,161.6602,1.4992,
8.8327,376.75,159.50,163.1594,1.9989,
8.8967,378.25,159.75,164.6586,1.7490,
8.9610,380.00,159.75,166.4076,1.7490,
9.0247,382.00,159.50,168.4065,1.9989,
9.0888,384.00,159.50,170.4053,1.9989,
9.1688,385.00,159.75,171.4048,1.7490,
9.2326,387.00,159.50,173.4037,1.9989,
9.2968,389.00,159.50,175.4026,1.9989,
9.3606,391.00,159.25,177.4015,2.2488,
9.4247,392.00,159.50,178.4009,1.9989,
9.4887,394.00,159.50,180.3998,1.9989,
9.5688,396.00,159.50,182.3987,1.9989,
9.6327,397.75,159.00,184.1477,2.4986,
9.6971,399.25,159.00,185.6469,2.4986,
9.7608,401.25,159.00,187.6458,2.4986,
9.8248,402.75,159.00,189.1449,2.4986,
9.8890,404.50,159.00,190.8940,2.4986,
9.9687,406.00,159.00,192.3931,2.4986,
10.0329,407.75,159.00,194.1422,2.4986,
10.0970,409.50,158.75,195.8912,2.7485,
10.1608,411.25,158.75,197.6402,2.7485,
10.2248,413.00,158.75,199.3893,2.7485,
10.2888,415.00,158.50,201.3882,2.9983,
10.3689,416.50,158.50,202.8873,2.9983,
10.4327,418.00,158.75,204.3865,2.7485,
10.4969,420.00,158.50,206.3854,2.9983,
10.5609,421.50,158.50,207.8845,2.9983,
10.6245,421.50,158.50,207.8845,2.9983,
10.6887,421.75,158.25,208.1344,3.2482,
10.7687,422.00,158.50,208.3843,2.9983,
10.8330,422.00,158.50,208.3843,2.9983,
10.8965,422.50,158.25,208.8840,3.2482,
10.9607,423.00,158.25,209.3837,3.2482,
11.0248,423.00,158.00,209.3837,3.4981,
11.0889,423.00,158.25,209.3837,3.2482,
11.1688,423.25,158.25,209.6336,3.2482,
11.2329,423.75,158.00,210.1333,3.4981,
11.2968,424.00,157.75,210.3831,3.7479,
11.3608,424.50,158.25,210.8829,3.2482,
11.4249,424.50,158.25,210.8829,3.2482,
11.4885,425.00,158.25,211.3826,3.2482,
11.5688,425.00,158.00,211.3826,3.4981,
11.6328,425.75,158.00,212.1322,3.4981,
11.6967,426.00,158.25,212.3820,3.2482,
11.7607,426.00,158.25,212.3820,3.2482,
11.8247,426.50,158.00,212.8818,3.4981,
11.8888,427.00,158.00,213.3815,3.4981,
11.9686,427.25,157.75,213.6313,3.7479,
12.0329,427.75,158.00,214.1311,3.4981,
12.0968,428.00,157.75,214.3809,3.7479,
12.1620,428.50,158.00,214.8807,3.4981,
12.2248,428.50,157.75,214.8807,3.7479,
12.2889,428.50,157.75,214.8807,3.7479,
12.3688,429.50,157.75,215.8801,3.7479,
12.4329,429.50,157.75,215.8801,3.7479,
12.4975,430.00,158.00,216.3798,3.4981,
12.5607,430.50,157.50,216.8795,3.9978,
12.6255,430.75,157.75,217.1294,3.7479,
12.6887,431.25,157.50,217.6291,3.9978,
12.7688,431.50,157.25,217.8790,4.2476,
12.8325,432.00,157.50,218.3787,3.9978,
12.8969,432.25,157.50,218.6286,3.9978,
12.9608,432.50,157.75,218.8784,3.7479,
13.0246,433.00,157.25,219.3782,4.2476,
13.0889,433.50,157.50,219.8779,3.9978,
13.1687,433.50,157.25,219.8779,4.2476,
13.2335,434.00,157.25,220.3776,4.2476,
13.2968,434.25,157.50,220.6275,3.9978,
13.3610,435.00,157.25,221.3770,4.2476,
13.4253,435.00,157.50,221.3770,3.9978,
13.4888,435.50,157.50,221.8768,3.9978,
13.5688,436.00,157.00,222.3765,4.4975,
13.6327,436.25,157.00,222.6264,4.4975,
13.6970,436.50,157.00,222.8762,4.4975,
13.7608,436.75,157.25,223.1261,4.2476,
13.8248,437.25,157.00,223.6258,4.4975,
13.8888,437.75,157.00,224.1255,4.4975,
13.9685,438.00,157.00,224.3754,4.4975,
14.0329,438.50,157.25,224.8751,4.2476,
14.0968,439.00,157.00,225.3748,4.4975,
14.1609,439.25,157.00,225.6247,4.4975,
14.2247,439.75,157.00,226.1244,4.4975,
14.2889,440.50,156.75,226.8740,4.7474,
14.3689,440.75,156.75,227.1239,4.7474,
14.4327,440.75,156.75,227.1239,4.7474,
14.4969,441.25,157.00,227.6236,4.4975,
14.5610,442.00,156.50,228.3732,4.9972,
14.6255,442.25,157.00,228.6230,4.4975,
14.6889,442.75,156.50,229.1227,4.9972,
14.7690,442.50,156.75,228.8729,4.7474,
14.8329,443.25,156.75,229.6225,4.7474,
14.8966,443.50,156.75,229.8723,4.7474,
14.9616,444.00,156.75,230.3721,4.7474,
15.0246,445.00,156.75,231.3715,4.7474,
15.0889,445.25,156.50,231.6214,4.9972,
15.1688,445.25,156.00,231.6214,5.4969,
15.2329,446.00,156.25,232.3709,5.2471,
15.2967,446.50,156.50,232.8707,4.9972,
15.3609,447.00,156.25,233.3704,5.2471,
15.4251,447.25,156.50,233.6202,4.9972,
15.4889,447.75,156.25,234.1200,5.2471,
15.5690,448.75,156.25,235.1194,5.2471,
15.6329,448.75,156.00,235.1194,5.4969,
15.6969,449.25,156.00,235.6191,5.4969,
15.7611,449.50,156.00,235.8690,5.4969,
15.8248,450.00,156.25,236.3687,5.2471,
15.8890,450.75,155.75,237.1183,5.7468,
15.9689,451.25,155.75,237.6180,5.7468,
16.0329,451.50,156.00,237.8679,5.4969,
16.0972,452.00,156.00,238.3676,5.4969,
16.1610,452.50,156.25,238.8673,5.2471,
16.2246,453.00,156.00,239.3671,5.4969,
16.2889,453.50,155.75,239.8668,5.7468,
16.3690,454.25,155.50,240.6164,5.9967,
16.4331,454.75,155.75,241.1161,5.7468,
16.4967,454.75,155.25,241.1161,6.2465,
16.5607,455.50,155.50,241.8657,5.9967,
16.6256,456.00,155.75,242.3654,5.7468,
16.6889,456.50,155.50,242.8651,5.9967,
16.7692,457.00,155.75,243.3648,5.7468,
16.8327,457.50,155.00,243.8646,6.4964,
16.8969,458.25,155.25,244.6141,6.2465,
16.9609,458.75,155.00,245.1139,6.4964,
17.0249,459.25,155.00,245.6136,6.4964,
17.0890,459.75,155.00,246.1133,6.4964,
17.1689,460.25,154.75,246.6130,6.7463,
17.2331,460.75,155.00,247.1127,6.4964,
17.2969,461.25,155.00,247.6125,6.4964,
17.3609,462.00,154.75,248.3621,6.7463,
17.4253,462.75,154.75,249.1116,6.7463,
17.4889,462.75,154.75,249.1116,6.7463,
17.5691,463.75,155.00,250.1111,6.4964,
17.6329,464.00,155.00,250.3609,6.4964,
17.6968,464.50,155.00,250.8607,6.4964,
17.7609,465.25,154.75,251.6103,6.7463,
17.8256,465.75,155.00,252.1100,6.4964,
17.8888,466.25,154.75,252.6097,6.7463,
17.9689,466.75,154.75,253.1094,6.7463,
18.0328,467.75,154.50,254.1089,6.9961,
18.0969,468.25,154.50,254.6086,6.9961,
18.1611,468.75,154.25,255.1083,7.2460,
18.2250,469.50,154.50,255.8579,6.9961,
18.2890,470.00,154.50,256.3576,6.9961,
18.3690,470.25,154.25,256.6075,7.2460,
18.4330,471.50,154.25,257.8568,7.2460,
18.4968,472.25,154.25,258.6064,7.2460,
18.5608,472.25,153.75,258.6064,7.7457,
18.6250,473.25,154.00,259.6058,7.4958,
18.6889,473.75,153.75,260.1055,7.7457,
18.7695,474.25,154.00,260.6053,7.4958,
18.8331,474.00,154.00,260.3554,7.4958,
18.8970,473.75,153.75,260.1055,7.7457,
18.9610,472.25,154.00,258.6064,7.4958,
19.0250,469.75,154.00,256.1078,7.4958,
19.0890,467.00,154.25,253.3593,7.2460,
19.1694,464.75,154.25,251.1105,7.2460,
19.2330,461.75,154.25,248.1122,7.2460,
19.2968,459.50,154.50,245.8634,6.9961,
19.3614,456.75,154.50,243.1150,6.9961,
19.4250,453.75,154.75,240.1166,6.7463,
19.4890,451.75,154.50,238.1178,6.9961,
19.5690,449.00,155.00,235.3693,6.4964,
19.6331,446.50,155.00,232.8707,6.4964,
19.6972,444.00,155.00,230.3721,6.4964,
19.7610,441.25,155.00,227.6236,6.4964,
19.8250,439.00,155.00,225.3748,6.4964,
19.8890,436.25,155.50,222.6264,5.9967,
19.9690,433.75,155.25,220.1277,6.2465,
20.0331,431.00,155.50,217.3793,5.9967,
20.0969,428.50,155.75,214.8807,5.7468,
20.1609,425.75,155.75,212.1322,5.7468,
20.2251,423.25,155.75,209.6336,5.7468,
20.2891,421.00,156.00,207.3848,5.4969,
20.3691,418.00,156.00,204.3865,5.4969,
20.4331,416.00,156.25,202.3876,5.2471,
20.4972,413.00,156.00,199.3893,5.4969,
20.5611,410.75,156.50,197.1405,4.9972,
20.6251,408.25,156.50,194.6419,4.9972,
20.6891,405.50,156.50,191.8934,4.9972,
20.7688,402.75,156.75,189.1449,4.7474,
20.8330,400.50,156.50,186.8962,4.9972,
20.8974,398.00,157.00,184.3976,4.4975,
20.9610,395.00,156.75,181.3992,4.7474,
21.0251,392.50,157.25,178.9006,4.2476,
21.0891,390.00,157.00,176.4020,4.4975,
21.1689,387.50,157.00,173.9034,4.4975,
21.2331,385.00,157.00,171.4048,4.4975,
21.2968,382.50,157.25,168.9062,4.2476,
21.3617,379.75,157.50,166.1577,3.9978,
21.4250,377.25,157.75,163.6591,3.7479,
21.4890,374.75,157.50,161.1605,3.9978,
21.5696,372.00,157.75,158.4120,3.7479,
21.6333,369.25,157.50,155.6635,3.9978,
21.6978,367.00,157.75,153.4148,3.7479,
21.7608,364.50,158.00,150.9162,3.4981,
21.8251,361.50,158.25,147.9178,3.2482,
21.8890,359.50,158.00,145.9190,3.4981,
21.9693,356.50,158.25,142.9206,3.2482,
22.0331,354.50,158.00,140.9217,3.4981,
22.0972,351.50,158.25,137.9234,3.2482,
22.1610,349.25,158.50,135.6747,2.9983,
22.2251,346.75,158.50,133.1760,2.9983,
22.2893,343.75,159.00,130.1777,2.4986,
22.3690,341.50,158.75,127.9289,2.7485,
22.4331,338.75,159.00,125.1805,2.4986,
22.4971,336.50,159.00,122.9317,2.4986,
22.5611,333.75,159.00,120.1833,2.4986,
22.6251,331.50,159.00,117.9345,2.4986,
22.6890,328.75,159.00,115.1860,2.4986,
22.7691,326.25,159.00,112.6874,2.4986,
22.8338,323.50,159.25,109.9389,2.2488,
22.8971,321.25,159.50,107.6902,1.9989,
22.9610,318.50,159.50,104.9417,1.9989,
23.0254,315.50,159.75,101.9434,1.7490,
23.0891,313.75,160.00,100.1944,1.4992,
23.1691,310.75,160.00,97.1960,1.4992,
23.2331,308.50,160.25,94.9473,1.2493,
23.2971,305.75,160.00,92.1988,1.4992,
23.3612,303.00,160.25,89.4503,1.2493,
23.4251,300.75,160.00,87.2016,1.4992,
23.4893,298.00,160.25,84.4531,1.2493,
23.5688,295.75,160.00,82.2043,1.4992,
23.6334,293.00,160.25,79.4559,1.2493,
23.6973,290.75,160.25,77.2071,1.2493,
23.7616,288.00,160.50,74.4586,0.9994,
23.8251,285.50,161.00,71.9600,0.4997,
23.8892,282.75,161.00,69.2116,0.4997,
23.9692,280.50,161.00,66.9628,0.4997,
24.0332,277.75,161.00,64.2143,0.4997,
24.0972,275.00,161.00,61.4659,0.4997,
24.1612,272.75,161.00,59.2171,0.4997,
24.2252,270.00,161.00,56.4686,0.4997,
24.2892,267.50,161.25,53.9700,0.2499,
24.3692,265.00,161.25,51.4714,0.2499,
24.4330,262.50,161.50,48.9728,-0.0000,
24.4971,260.00,161.50,46.4742,-0.0000,
24.5613,257.50,162.00,43.9756,-0.4997,
24.6251,255.00,161.75,41.4770,-0.2499,
24.6894,252.25,162.00,38.7285,-0.4997,
24.7692,249.75,162.00,36.2299,-0.4997,
24.8333,247.25,162.00,33.7313,-0.4997,
24.8972,244.50,162.25,30.9828,-0.7496,
24.9614,242.25,162.00,28.7340,-0.4997,
25.0252,239.25,162.25,25.7357,-0.7496,
25.0891,237.25,162.00,23.7368,-0.4997,
25.1698,234.50,162.75,20.9883,-1.2493,
25.2336,232.00,162.50,18.4897,-0.9994,
25.2974,229.75,163.00,16.2410,-1.4992,
25.3611,227.00,162.75,13.4925,-1.2493,
25.4251,224.25,163.00,10.7440,-1.4992,
25.4892,222.00,163.00,8.4953,-1.4992,
25.5691,219.25,163.00,5.7468,-1.4992,
25.6336,216.75,163.00,3.2482,-1.4992,
25.6972,214.25,163.00,0.7496,-1.4992,
25.7609,211.50,162.75,-1.9989,-1.2493,
25.8249,209.00,163.25,-4.4975,-1.7490,
25.8893,206.25,163.25,-7.2460,-1.7490,
25.9691,203.75,163.25,-9.7446,-1.7490,
26.0331,201.25,163.75,-12.2432,-2.2488,
26.0976,199.00,163.75,-14.4920,-2.2488,
26.1613,196.25,164.00,-17.2404,-2.4986,
26.2257,194.00,164.00,-19.4892,-2.4986,
26.2892,191.25,164.00,-22.2376,-2.4986,
26.3692,189.00,164.00,-24.4864,-2.4986,
26.4338,186.00,164.25,-27.4847,-2.7485,
26.4971,183.75,164.00,-29.7335,-2.4986,
26.5612,181.00,164.25,-32.4820,-2.7485,
26.6252,178.50,164.00,-34.9806,-2.4986,
26.6892,175.75,164.25,-37.7290,-2.7485,
26.7692,173.75,164.50,-39.7279,-2.9983,
26.8333,170.75,164.50,-42.7263,-2.9983,
26.8972,168.75,164.75,-44.7252,-3.2482,
26.9611,167.50,165.00,-45.9745,-3.4981,
27.0250,167.50,164.75,-45.9745,-3.2482,
27.0891,167.75,165.00,-45.7246,-3.4981,
27.1692,168.25,165.00,-45.2249,-3.4981,
27.2333,169.00,164.75,-44.4753,-3.2482,
27.2974,169.50,164.50,-43.9756,-2.9983,
27.3615,169.75,164.75,-43.7257,-3.2482,
27.4257,170.25,164.50,-43.2260,-2.9983,
27.4892,171.25,164.50,-42.2265,-2.9983,
27.5691,171.25,164.75,-42.2265,-3.2482,
27.6334,172.00,164.50,-41.4770,-2.9983,
27.6974,172.50,165.00,-40.9772,-3.4981,
27.7618,173.25,164.75,-40.2277,-3.2482,
27.8252,174.00,165.00,-39.4781,-3.4981,
27.8892,174.00,165.00,-39.4781,-3.4981,
27.9692,174.75,164.75,-38.7285,-3.2482,
28.0332,175.50,165.00,-37.9789,-3.4981,
28.0972,176.00,164.75,-37.4792,-3.2482,
28.1612,176.00,164.50,-37.4792,-2.9983,
28.2257,176.25,165.00,-37.2293,-3.4981,
28.2892,177.25,164.50,-36.2299,-2.9983,
28.3693,177.25,164.75,-36.2299,-3.2482,
28.4335,178.25,165.00,-35.2304,-3.4981,
28.4971,178.75,165.00,-34.7307,-3.4981,
28.5620,179.00,165.00,-34.4809,-3.4981,
28.6253,179.75,165.00,-33.7313,-3.4981,
28.6893,180.00,165.00,-33.4814,-3.4981,
28.7692,180.75,165.00,-32.7318,-3.4981,
28.8332,180.75,165.25,-32.7318,-3.7479,
28.8972,181.75,164.75,-31.7324,-3.2482,
28.9613,182.00,165.00,-31.4825,-3.4981,
29.0253,182.25,165.25,-31.2327,-3.7479,
29.0892,183.00,164.75,-30.4831,-3.2482,
29.1695,183.50,165.00,-29.9833,-3.4981,
29.2332,183.75,165.25,-29.7335,-3.7479,
29.2976,184.25,165.00,-29.2338,-3.4981,
29.3613,184.75,165.00,-28.7340,-3.4981,
29.4257,185.25,164.75,-28.2343,-3.2482,
29.4893,185.50,165.00,-27.9845,-3.4981,
29.5691,186.00,165.00,-27.4847,-3.4981,
29.6331,186.25,165.00,-27.2349,-3.4981,
29.6972,186.75,165.25,-26.7352,-3.7479,
29.7612,187.25,165.00,-26.2354,-3.4981,
29.8250,187.75,165.00,-25.7357,-3.4981,
29.8892,188.50,165.25,-24.9861,-3.7479,
29.9692,188.50,165.50,-24.9861,-3.9978,
30.0333,189.50,165.25,-23.9867,-3.7479,
30.0973,189.50,165.50,-23.9867,-3.9978,
30.1611,190.00,165.50,-23.4870,-3.9978,
30.2259,190.00,165.00,-23.4870,-3.4981,
30.2893,190.75,165.00,-22.7374,-3.4981,
30.3700,190.75,165.25,-22.7374,-3.7479,
30.4333,191.50,165.00,-21.9878,-3.4981,
30.4975,191.75,165.00,-21.7379,-3.4981,
30.5616,192.00,165.25,-21.4881,-3.7479,
30.6254,192.50,165.00,-20.9883,-3.4981,
30.6897,192.75,165.25,-20.7385,-3.7479,
30.7693,193.00,165.00,-20.4886,-3.4981,
30.8337,193.50,165.00,-19.9889,-3.4981,
30.8975,194.25,165.50,-19.2393,-3.9978,
30.9618,194.50,165.50,-18.9895,-3.9978,
31.0253,195.00,165.25,-18.4897,-3.7479,
31.0893,195.50,165.50,-17.9900,-3.9978,
31.1693,195.75,165.50,-17.7401,-3.9978,
31.2333,196.00,165.50,-17.4903,-3.9978,
31.2976,196.00,165.25,-17.4903,-3.7479,
31.3617,196.75,165.25,-16.7407,-3.7479,
31.4255,196.75,165.25,-16.7407,-3.7479,
31.4894,197.50,165.00,-15.9911,-3.4981,
31.5693,197.50,165.00,-15.9911,-3.4981,
31.6337,198.00,165.00,-15.4914,-3.4981,
31.6972,198.50,165.00,-14.9917,-3.4981,
31.7614,198.50,165.25,-14.9917,-3.7479,
31.8253,199.00,165.00,-14.4920,-3.4981,
31.8897,199.25,165.50,-14.2421,-3.9978,
31.9693,200.00,165.25,-13.4925,-3.7479,
32.0335,200.25,165.50,-13.2426,-3.9978,
32.0975,200.50,165.50,-12.9928,-3.9978,
32.1613,200.75,165.50,-12.7429,-3.9978,
32.2252,201.25,165.50,-12.2432,-3.9978,
32.2894,201.50,165.75,-11.9933,-4.2476,
32.3694,201.75,165.50,-11.7435,-3.9978,
32.4336,202.50,165.25,-10.9939,-3.7479,
32.4973,202.75,165.50,-10.7440,-3.9978,
32.5612,203.00,165.50,-10.4942,-3.9978,
32.6254,203.00,165.75,-10.4942,-4.2476,
32.6892,203.50,165.25,-9.9944,-3.7479,
32.7693,203.75,165.75,-9.7446,-4.2476,
